concept_id,Extended_ID,Compact_ID,Mini_ID,ICD10-Block,ICD10-Chapter,Ethiopia Extended Name,Ethiopia Compact Name,Ethiopia Mini Name,Discrepancy among Ethiopia Names,Stripped Name,Ethiopia Name: Harmonized,Final-Name,Changes made to name? Yes/No,Notes on Final Name,WHO_ID,Orginal ICD10 Match: WHO_ID,ICD10 Match: Stripped Name,Discrepancy between ICD10 Match,Final ICD-10 Map Type,Final ICD-10 Map,Reference Only: ICD-10 Name,Change made to ICD-10 Map (based on WHO_ID)? Yes/No,Notes on Final ICD-10 Map,SAME-AS CIEL Map (Optional),SAME-AS ICD-10-CM Mapping (Optional),Secondary Mapping to WHO ICD-10 (Optional),Additional FMOH Action Recommended,Recommended Action for FMOH,Consolidated Review History
1424,1424,1266,,P00,Perinatal Period,Fetus and newborn affected by placenta praevia,Fetus and newborn affected by placenta praevia,,No,Fetus and newborn affected by placenta praevia,Fetus and newborn affected by placenta praevia,Fetus and newborn affected by placenta praevia,No,,6968,P02.0,P02.0,No,Same As,P02.0,Fetus and newborn affected by placenta praevia,No,,,,,No,,
1425,1425,1267,,P00,Perinatal Period,Fetus and newborn affected by prolapsed cord,Fetus and newborn affected by prolapsed cord,,No,Fetus and newborn affected by prolapsed cord,Fetus and newborn affected by prolapsed cord,Fetus and newborn affected by prolapsed cord,No,,6972,P02.4,P02.4,No,Same As,P02.4,Fetus and newborn affected by prolapsed cord,No,,,,,No,,
1426,1426,1268,,P00,Perinatal Period,Fetus and newborn affected by chorioamnionitis,Fetus and newborn affected by chorioamnionitis,,No,Fetus and newborn affected by chorioamnionitis,Fetus and newborn affected by chorioamnionitis,Fetus and newborn affected by chorioamnionitis,No,,6975,P02.7,P02.7,No,Same As,P02.7,Fetus and newborn affected by chorioamnionitis,No,,,,,No,,
1427,1427,1269,,P00,Perinatal Period,"Fetus and newborn affected by abnormality of membranes, unspecified","Fetus and newborn affected by abnormality of membranes, unspecified",,No,"Fetus and newborn affected by abnormality of membranes, unspecified","Fetus and newborn affected by abnormality of membranes, unspecified","Fetus and newborn affected by abnormality of membranes, unspecified",No,,6977,P02.9,P02.9,No,Same As,P02.9,"Fetus and newborn affected by abnormality of membranes, unspecified",No,,,,,No,,
1428,1428,1270,,P00,Perinatal Period,Fetus and newborn affected by breech delivery and extraction,Fetus and newborn affected by breech delivery and extraction,,No,Fetus and newborn affected by breech delivery and extraction,Fetus and newborn affected by breech delivery and extraction,Fetus and newborn affected by breech delivery and extraction,No,,6979,P03.0,P03.0,No,Same As,P03.0,Fetus and newborn affected by breech delivery and extraction,No,,,,,No,,
1429,1429,1271,359,P00,Perinatal Period,"Fetus and Newborn (affected by other malpresentation, malposition and disproportion during labour & delivery)","Fetus and Newborn (Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery)","Fetus and Newborn (Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery)",Yes,"Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery","Fetus and Newborn (Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery)","Fetus and Newborn (Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery)",Yes,Discrepancy in naming across editions resolved,6980,P03.1,P03.1,No,Same As,P03.1,"Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery",No,,,,,No,,"DT: Discrepency identified between extended code name and compact and/or mini code names. Suggest revising extended code name ""1429 Fetus and Newborn (affected by other malpresentation, malposition and disproportion during labour & delivery)"" to match compact and mini code names ""Fetus and Newborn (Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery)""

FMOH: Please use the WHO ID for proper ICD name.

JP: Resolved"
1430,1430,1272,,P00,Perinatal Period,Fetus and newborn affected by forceps delivery,Fetus and newborn affected by forceps delivery,,No,Fetus and newborn affected by forceps delivery,Fetus and newborn affected by forceps delivery,Fetus and newborn affected by forceps delivery,No,,6981,P03.2,P03.2,No,Same As,P03.2,Fetus and newborn affected by forceps delivery,No,,,,,No,,
1431,1431,1273,,P00,Perinatal Period,Fetus and newborn affected by delivery by vacuum extractor [ventouse],Fetus and newborn affected by delivery by vacuum extractor [ventouse],,No,Fetus and newborn affected by delivery by vacuum extractor [ventouse],Fetus and newborn affected by delivery by vacuum extractor [ventouse],Fetus and newborn affected by delivery by vacuum extractor [ventouse],No,,6982,P03.3,P03.3,No,Same As,P03.3,Fetus and newborn affected by delivery by vacuum extractor [ventouse],No,,,,,No,,
1432,1432,1274,,P00,Perinatal Period,Fetus and newborn affected by caesarean delivery,Fetus and newborn affected by caesarean delivery,,No,Fetus and newborn affected by caesarean delivery,Fetus and newborn affected by caesarean delivery,Fetus and newborn affected by caesarean delivery,No,,6983,P03.4,P03.4,No,Same As,P03.4,Fetus and newborn affected by caesarean delivery,No,,,,,No,,
1433,1433,1275,,P00,Perinatal Period,Fetus and newborn affected by precipitate delivery,Fetus and newborn affected by precipitate delivery,,No,Fetus and newborn affected by precipitate delivery,Fetus and newborn affected by precipitate delivery,Fetus and newborn affected by precipitate delivery,No,,6984,P03.5,P03.5,No,Same As,P03.5,Fetus and newborn affected by precipitate delivery,No,,,,,No,,
1434,1434,1276,,P00,Perinatal Period,Fetus and newborn affected by abnormal uterine contractions,Fetus and newborn affected by abnormal uterine contractions,,No,Fetus and newborn affected by abnormal uterine contractions,Fetus and newborn affected by abnormal uterine contractions,Fetus and newborn affected by abnormal uterine contractions,No,,6985,P03.6,P03.6,No,Same As,P03.6,Fetus and newborn affected by abnormal uterine contractions,No,,,,,No,,
1435,1435,1277,,P00,Perinatal Period,"Fetus and newborn affected by complication of labour and delivery, unspecified","Fetus and newborn affected by complication of labour and delivery, unspecified",,No,"Fetus and newborn affected by complication of labour and delivery, unspecified","Fetus and newborn affected by complication of labour and delivery, unspecified","Fetus and newborn affected by complication of labour and delivery, unspecified",No,,6987,P03.9,P03.9,No,Same As,P03.9,"Fetus and newborn affected by complication of labour and delivery, unspecified",No,,,,,No,,
1436,1436,1278,,P00,Perinatal Period,"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery","Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery",,No,"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery","Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery","Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery",No,,6989,P04.0,P04.0,No,Same As,P04.0,"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery",No,,,,,No,,
1437,1437,1279,,P00,Perinatal Period,Fetus and newborn affected by maternal use of drugs of addiction,Fetus and newborn affected by maternal use of drugs of addiction,,No,Fetus and newborn affected by maternal use of drugs of addiction,Fetus and newborn affected by maternal use of drugs of addiction,Fetus and newborn affected by maternal use of drugs of addiction,No,,6993,P04.4,P04.4,No,Same As,P04.4,Fetus and newborn affected by maternal use of drugs of addiction,No,,,,,No,,
1438,1438,1280,,P05,Perinatal Period,Slow fetal growth and fetal malnutrition,Slow fetal growth and fetal malnutrition,,No,Slow fetal growth and fetal malnutrition,Slow fetal growth and fetal malnutrition,Slow fetal growth and fetal malnutrition,No,,6998,P05.-,P05.-,No,Same As,P05.9,"Slow fetal growth, unspecified",Yes,Mapped to .9 rather than category header,,,,No,,"JP: FMOH originally mapped to category header. Confirm that mapping to .9 is correct, as the header has ""slow growth and malnutrition"" whereas .9 only states ""slow fetal growth"" 

AK: Think that's the best map"
1439,1439,1281,360,P05,Perinatal Period,Gestational Age (Light for gestational age),Gestational Age (Light for gestational age),Gestational Age (Light for gestational age),No,Light for gestational age,Gestational Age (Light for gestational age),Gestational Age (Light for gestational age),No,,6999,P05.0,P05.0,No,Same As,P05.0,Light for gestational age,No,,,,,No,,
1440,1440,1282,361,P05,Perinatal Period,Gestational Age (Small for gestational age),Gestational Age (Small for gestational age),Gestational Age (Small for gestational age),No,Small for gestational age,Gestational Age (Small for gestational age),Gestational Age (Small for gestational age),No,,7000,P05.1,P05.1,No,Same As,P05.1,Small for gestational age,No,,,,,No,,
1441,1441,1283,,P05,Perinatal Period,Fetal malnutrition without mention of light or small for gestational age,Fetal malnutrition without mention of light or small for gestational age,,No,Fetal malnutrition without mention of light or small for gestational age,Fetal malnutrition without mention of light or small for gestational age,Fetal malnutrition without mention of light or small for gestational age,No,,7001,P05.2,P05.2,No,Same As,P05.2,Fetal malnutrition without mention of light or small for gestational age,No,,,,,No,,
1442,1442,1284,,P05,Perinatal Period,"Disorders Related To Short Gestation And Low Birth Weight, Not Elsewhere Classified","Disorders Related To Short Gestation And Low Birth Weight, Not Elsewhere Classified",,No,"Disorders related to short gestation and low birth weight, not elsewhere classified","Disorders Related To Short Gestation And Low Birth Weight, Not Elsewhere Classified","Disorders Related To Short Gestation And Low Birth Weight, Not Elsewhere Classified",No,,7003,P07.-,P07.-,No,,,,Yes,Cannot map because this is a category header,,,,Yes,Recommend retiring because this is a category header,"JP: FMOH originally mapped to category header, no .9 unspecified descendant exists in ICD-10, and all of the descendants are included below. Seems like it should be retired, but then there is no way to record ""unspecified"" data. Please advise how this should be handled. 

AK: Agree to retire

JP: Made recommendation to retire"
1443,1443,1285,362,P05,Perinatal Period,Low Birth Weight (Extremely low birth weight),Low Birth Weight (Extremely low birth weight),Low Birth Weight (Extremely low birth weight),No,Extremely low birth weight,Low Birth Weight (Extremely low birth weight),Low Birth Weight (Extremely low birth weight),No,,7004,P07.0,P07.0,No,Same As,P07.0,Extremely low birth weight,No,,,,,No,,
1444,1444,1286,363,P05,Perinatal Period,Low Birth Weight (Other low birth weight),Low Birth Weight (Other low birth weight),Low Birth Weight (Other low birth weight),No,Other low birth weight,Low Birth Weight (Other low birth weight),Low Birth Weight (Other low birth weight),No,,7005,P07.1,P07.1,No,Same As,P07.1,Other low birth weight,No,,,,,No,,
1445,1445,1287,,P05,Perinatal Period,Extreme immaturity,Extreme immaturity,,No,Extreme immaturity,Extreme immaturity,Extreme immaturity,No,,7006,P07.2,P07.2,No,Same As,P07.2,Extreme immaturity,No,,,,,No,,
1446,1446,1288,364,P05,Perinatal Period,Fetus and Newborn (Other preterm infants),Fetus and Newborn (Other preterm infants),Fetus and Newborn (Other preterm infants),No,Other preterm infants,Fetus and Newborn (Other preterm infants),Fetus and Newborn (Other preterm infants),No,,7007,P07.3,P07.3,No,Same As,P07.3,Other preterm infants,No,,,,,No,,
1447,1447,1289,365,P05,Perinatal Period,Pregnancy (Disorders related to long gestation and high birth weight),Pregnancy (Disorders related to long gestation and high birth weight),Pregnancy (Disorders related to long gestation and high birth weight),No,Disorders related to long gestation and high birth weight,Pregnancy (Disorders related to long gestation and high birth weight),Pregnancy (Disorders related to long gestation and high birth weight),No,,7008,P08.-,P08.-,No,,,,Yes,Cannot map because this is a category header,,,,Yes,Recommend retiring because this is a category header,"JP: FMOH originally mapped to category header, no .9 unspecified descendant exists in ICD-10, and all of the descendants are included below. Seems like it should be retired, but then there is no way to record ""unspecified"" data. Please advise how this should be handled. 

AK: Agree unmappable

JP: Made recommendation to retire"
1448,1448,1290,366,P05,Perinatal Period,pregnancy (Exceptionally large baby),pregnancy (Exceptionally large baby),pregnancy (Exceptionally large baby),No,Exceptionally large baby,pregnancy (Exceptionally large baby),pregnancy (Exceptionally large baby),No,,7009,P08.0,P08.0,No,Same As,P08.0,Exceptionally large baby,No,,,,,No,,
1449,1449,1291,,P05,Perinatal Period,Other heavy for gestational age infants,Other heavy for gestational age infants,,No,Other heavy for gestational age infants,Other heavy for gestational age infants,Other heavy for gestational age infants,No,,7010,P08.1,P08.1,No,Same As,P08.1,Other heavy for gestational age infants,No,,,,,No,,
1450,1450,1292,367,P05,Perinatal Period,"Gestational Age (Post-term infant, not heavy for gestational age)","Gestational Age (Post-term infant, not heavy for gestational age)","Gestational Age (Post-term infant, not heavy for gestational age)",No,"Post-term infant, not heavy for gestational age","Gestational Age (Post-term infant, not heavy for gestational age)","Gestational Age (Post-term infant, not heavy for gestational age)",No,,7011,P08.2,P08.2,No,Same As,P08.2,"Post-term infant, not heavy for gestational age",No,,,,,No,,
1451,1451,1293,,P10,Perinatal Period,Birth Injuries (Unspecified intracranial laceration and haemorrhage due to birth injury),Birth Injuries (Unspecified intracranial laceration and haemorrhage due to birth injury),,No,Unspecified intracranial laceration and haemorrhage due to birth injury,Birth Injuries (Unspecified intracranial laceration and haemorrhage due to birth injury),Birth Injuries (Unspecified intracranial laceration and haemorrhage due to birth injury),No,,7019,P10.9,P10.9,No,Same As,P10.9,Unspecified intracranial laceration and haemorrhage due to birth injury,No,,,,,No,,
1452,1452,,,P10,Perinatal Period,Edema (Cerebral oedema due to birth injury),,,No,Cerebral oedema due to birth injury,Edema (Cerebral oedema due to birth injury),Edema (Cerebral oedema due to birth injury),No,,7021,P11.0,P11.0,No,Same As,P11.0,Cerebral oedema due to birth injury,No,,,,,No,,
1453,1453,1294,,P10,Perinatal Period,Unspecified brain damage due to birth injury,Unspecified brain damage due to birth injury,,No,Unspecified brain damage due to birth injury,Unspecified brain damage due to birth injury,Unspecified brain damage due to birth injury,No,,7023,P11.2,P11.2,No,Same As,P11.2,Unspecified brain damage due to birth injury,No,,,,,No,,
1454,1454,,,P10,Perinatal Period,Injury (Birth injury to other cranial nerves),,,No,Birth injury to other cranial nerves,Injury (Birth injury to other cranial nerves),Injury (Birth injury to other cranial nerves),No,,7025,P11.4,P11.4,No,Same As,P11.4,Birth injury to other cranial nerves,No,,,,,No,,
1455,1455,1295,368,P10,Perinatal Period,Birth injury (Birth injury to scalp),Birth injury (Birth injury to scalp),Birth injury (Birth injury to scalp),No,Birth injury to scalp,Birth injury (Birth injury to scalp),Birth injury (Birth injury to scalp),No,,7028,P12.-,P12.-,No,Same As,P12.9,"Birth injury to scalp, unspecified",Yes,Mapped to .9 rather than category header,,,,No,,
1456,1456,1296,369,P10,Perinatal Period,Cephalhaematoma (Cephalhaematoma due to birth injury),Cephalhaematoma (Cephalhaematoma due to birth injury),Cephalhaematoma (Cephalhaematoma due to birth injury),No,Cephalhaematoma due to birth injury,Cephalhaematoma (Cephalhaematoma due to birth injury),Cephalhaematoma (Cephalhaematoma due to birth injury),No,,7029,P12.0,P12.0,No,Same As,P12.0,Cephalhaematoma due to birth injury,No,,,,,No,,
1457,1457,1297,,P10,Perinatal Period,Bruising of scalp due to birth injury,Bruising of scalp due to birth injury,,No,Bruising of scalp due to birth injury,Bruising of scalp due to birth injury,Bruising of scalp due to birth injury,No,,7032,P12.3,P12.3,No,Same As,P12.3,Bruising of scalp due to birth injury,No,,,,,No,,
1458,1458,1298,,P10,Perinatal Period,Birth injury to skeleton,Birth injury to skeleton,,No,Birth injury to skeleton,Birth injury to skeleton,Birth injury to skeleton,No,,7036,P13.-,P13.-,No,Same As,P13.9,"Birth injury to skeleton, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #1461,"JP: Confirm recommendation to retire due to duplication 

AK: yes"
1459,1459,1299,,P10,Perinatal Period,Birth Injuries (Other birth injuries to skull),Birth Injuries (Other birth injuries to skull),,No,Other birth injuries to skull,Birth Injuries (Other birth injuries to skull),Birth Injuries (Other birth injuries to skull),No,,7038,P13.1,P13.1,No,Same As,P13.1,Other birth injuries to skull,No,,,,,No,,
1460,1460,1300,,P10,Perinatal Period,Fracture of clavicle due to birth injury,Fracture of clavicle due to birth injury,,No,Fracture of clavicle due to birth injury,Fracture of clavicle due to birth injury,Fracture of clavicle due to birth injury,No,,7041,P13.4,P13.4,No,Same As,P13.4,Fracture of clavicle due to birth injury,No,,,,,No,,
1461,1461,1301,,P10,Perinatal Period,"Birth injury to skeleton, unspecified","Birth injury to skeleton, unspecified",,No,"Birth injury to skeleton, unspecified","Birth injury to skeleton, unspecified","Birth injury to skeleton, unspecified",No,,7043,P13.9,P13.9,No,Same As,P13.9,"Birth injury to skeleton, unspecified",No,,,,,No,,
1462,1462,1302,370,P10,Perinatal Period,Birth injury (Erb paralysis due to birth injury),Birth injury (Erb paralysis due to birth injury),Birth injury (Erb paralysis due to birth injury),No,Erb paralysis due to birth injury,Birth injury (Erb paralysis due to birth injury),Birth injury (Erb paralysis due to birth injury),No,,7045,P14.0,P14.0,No,Same As,P14.0,Erb paralysis due to birth injury,No,,,,,No,,
1463,1463,1303,,P10,Perinatal Period,Other birth injuries,Other birth injuries,,No,Other birth injuries,Other birth injuries,Other birth injuries,No,,7051,P15.-,P15.-,No,Same As,P15.9,"Birth injury, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #1464,"JP: Confirm recommendation to retire due to duplication 

AK: yes"
1464,1464,1304,371,P10,Perinatal Period,"Birth injury (Birth injury, unspecified)","Birth injury (Birth injury, unspecified)","Birth injury (Birth injury, unspecified)",No,"Birth injury, unspecified","Birth injury (Birth injury, unspecified)","Birth injury (Birth injury, unspecified)",No,,7060,P15.9,P15.9,No,Same As,P15.9,"Birth injury, unspecified",No,,,,,No,,
1465,1465,1305,,P20,Perinatal Period,Intrauterine hypoxia,Intrauterine hypoxia,,No,Intrauterine hypoxia,Intrauterine hypoxia,Intrauterine hypoxia,No,,7061,P20.-,P20.-,No,Same As,P20.9,"Intrauterine hypoxia, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #1468,"JP: Confirm recommendation to retire due to duplication 

AK: yes"
1466,1466,1306,372,P20,Perinatal Period,Hypoxia (Intrauterine hypoxia first noted before onset of labour),Hypoxia (Intrauterine hypoxia first noted before onset of labour),Hypoxia (Intrauterine hypoxia first noted before onset of labour),No,Intrauterine hypoxia first noted before onset of labour,Hypoxia (Intrauterine hypoxia first noted before onset of labour),Hypoxia (Intrauterine hypoxia first noted before onset of labour),No,,7062,P20.0,P20.0,No,Same As,P20.0,Intrauterine hypoxia first noted before onset of labour,No,,,,,No,,
1467,1467,1307,373,P20,Perinatal Period,Hypoxia (Intrauterine hypoxia first noted during labour and delivery),Hypoxia (Intrauterine hypoxia first noted during labour and delivery),Hypoxia (Intrauterine hypoxia first noted during labour and delivery),No,Intrauterine hypoxia first noted during labour and delivery,Hypoxia (Intrauterine hypoxia first noted during labour and delivery),Hypoxia (Intrauterine hypoxia first noted during labour and delivery),No,,7063,P20.1,P20.1,No,Same As,P20.1,Intrauterine hypoxia first noted during labour and delivery,No,,,,,No,,
1468,1468,1308,374,P20,Perinatal Period,"Hypoxia (Intrauterine hypoxia, unspecified)","Hypoxia (Intrauterine hypoxia, unspecified)","Hypoxia (Intrauterine hypoxia, unspecified)",No,"Intrauterine hypoxia, unspecified","Hypoxia (Intrauterine hypoxia, unspecified)","Hypoxia (Intrauterine hypoxia, unspecified)",No,,7064,P20.9,P20.9,No,Same As,P20.9,"Intrauterine hypoxia, unspecified",No,,,,,No,,"DT: Possible duplicate code. See note associated with extended code ""1637 Asphyxia (Intrauterine hypoxia, unspecified)"".

FMOH: not a duplicate

JP: Resolved"
1469,1469,1309,,P20,Perinatal Period,Birth asphyxia,Birth asphyxia,,No,Birth asphyxia,Birth asphyxia,Birth asphyxia,No,,7065,P21.-,P21.-,No,Same As,P21.9,"Birth asphyxia, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #1471,"JP: Confirm recommendation to retire due to duplication 

AK: yes"
1470,1470,,,P20,Perinatal Period,Asphyxia (Mild and moderate birth asphyxia),,,No,Mild and moderate birth asphyxia,Asphyxia (Mild and moderate birth asphyxia),Asphyxia (Mild and moderate birth asphyxia),No,,7067,P21.1,P21.1,No,Same As,P21.1,Mild and moderate birth asphyxia,No,,,,,No,,
1471,1471,,,P20,Perinatal Period,"Asphyxia (Birth asphyxia, unspecified)",,,No,"Birth asphyxia, unspecified","Asphyxia (Birth asphyxia, unspecified)","Asphyxia (Birth asphyxia, unspecified)",No,,7068,P21.9,P21.9,No,Same As,P21.9,"Birth asphyxia, unspecified",No,,,,,No,,
1472,1472,1310,,P20,Perinatal Period,Respiratory distress of newborn,Respiratory distress of newborn,,No,Respiratory distress of newborn,Respiratory distress of newborn,Respiratory distress of newborn,No,,7069,P22.-,P22.-,No,Same As,P22.9,"Respiratory distress of newborn, unspecified",Yes,Mapped to .9 rather than category header,,,,No,,
1473,1473,1311,375,P20,Perinatal Period,Respiratory Distress (Respiratory distress syndrome of newborn),Respiratory Distress (Respiratory distress syndrome of newborn),Respiratory Distress (Respiratory distress syndrome of newborn),No,Respiratory distress syndrome of newborn,Respiratory Distress (Respiratory distress syndrome of newborn),Respiratory Distress (Respiratory distress syndrome of newborn),No,,7070,P22.0,P22.0,No,Same As,P22.0,Respiratory distress syndrome of newborn,No,,,,,No,,
1474,1474,1312,376,P20,Perinatal Period,Tachypnoea (Transient tachypnoea of newborn),Tachypnoea (Transient tachypnoea of newborn),Tachypnoea (Transient tachypnoea of newborn),No,Transient tachypnoea of newborn,Tachypnoea (Transient tachypnoea of newborn),Tachypnoea (Transient tachypnoea of newborn),No,,7071,P22.1,P22.1,No,Same As,P22.1,Transient tachypnoea of newborn,No,,,,,No,,
1475,1475,1313,377,P20,Perinatal Period,Fetus and Newborn (Other respiratory distress of newborn),Fetus and Newborn (Other respiratory distress of newborn),Fetus and Newborn (Other respiratory distress of newborn),No,Other respiratory distress of newborn,Fetus and Newborn (Other respiratory distress of newborn),Fetus and Newborn (Other respiratory distress of newborn),No,,7072,P22.8,P22.8,No,Same As,P22.8,Other respiratory distress of newborn,No,,,,,No,,
1476,1476,1314,378,P20,Perinatal Period,Pneumonia (Congenital pneumonia),Pneumonia (Congenital pneumonia),Pneumonia (Congenital pneumonia),No,Congenital pneumonia,Pneumonia (Congenital pneumonia),Pneumonia (Congenital pneumonia),No,,7074,P23.-,P23.-,No,Same As,P23.9,"Congenital pneumonia, unspecified",Yes,Mapped to .9 rather than category header,,,,No,,
1477,1477,1315,,P20,Perinatal Period,Neonatal aspiration syndromes,Neonatal aspiration syndromes,,No,Neonatal aspiration syndromes,Neonatal aspiration syndromes,Neonatal aspiration syndromes,No,,7084,P24.-,P24.-,No,Same As,P24.9,"Neonatal aspiration syndrome, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #1481,"JP: Confirm recommendation to retire due to duplication 

AK: yes"
1478,1478,1316,379,P20,Perinatal Period,Newborn (Neonatal aspiration of meconium),Newborn (Neonatal aspiration of meconium),Newborn (Neonatal aspiration of meconium),No,Neonatal aspiration of meconium,Newborn (Neonatal aspiration of meconium),Newborn (Neonatal aspiration of meconium),No,,7085,P24.0,P24.0,No,Same As,P24.0,Neonatal aspiration of meconium,No,,,,,No,,
1479,1479,1317,,P20,Perinatal Period,Neonatal aspiration of amniotic fluid and mucus,Neonatal aspiration of amniotic fluid and mucus,,No,Neonatal aspiration of amniotic fluid and mucus,Neonatal aspiration of amniotic fluid and mucus,Neonatal aspiration of amniotic fluid and mucus,No,,7086,P24.1,P24.1,No,Same As,P24.1,Neonatal aspiration of amniotic fluid and mucus,No,,,,,No,,
1480,1480,,,P20,Perinatal Period,Neonatal Aspiration (Neonatal aspiration of milk and regurgitated food),,,No,Neonatal aspiration of milk and regurgitated food,Neonatal Aspiration (Neonatal aspiration of milk and regurgitated food),Neonatal Aspiration (Neonatal aspiration of milk and regurgitated food),No,,7088,P24.3,P24.3,No,Same As,P24.3,Neonatal aspiration of milk and regurgitated food,No,,,,,No,,
1481,1481,1318,380,P20,Perinatal Period,"Newborn (Neonatal aspiration syndrome, unspecified)","Newborn (Neonatal aspiration syndrome, unspecified)","Newborn (Neonatal aspiration syndrome, unspecified)",No,"Neonatal aspiration syndrome, unspecified","Newborn (Neonatal aspiration syndrome, unspecified)","Newborn (Neonatal aspiration syndrome, unspecified)",No,,7090,P24.9,P24.9,No,Same As,P24.9,"Neonatal aspiration syndrome, unspecified",No,,,,,No,,
1482,1482,1319,381,P20,Perinatal Period,Respiratory Failure (Respiratory failure of newborn),Respiratory Failure (Respiratory failure of newborn),Respiratory Failure (Respiratory failure of newborn),No,Respiratory failure of newborn,Respiratory Failure (Respiratory failure of newborn),Respiratory Failure (Respiratory failure of newborn),No,,7113,P28.5,P28.5,No,Same As,P28.5,Respiratory failure of newborn,No,,,,,No,,
1483,1483,1320,,P20,Perinatal Period,Neonatal hypertension,Neonatal hypertension,,No,Neonatal hypertension,Neonatal hypertension,Neonatal hypertension,No,,7119,P29.2,P29.2,No,Same As,P29.2,Neonatal hypertension,No,,,,,No,,
1484,1484,1321,,P20,Perinatal Period,Fetus And Newborn (Persistent fetal circulation),Fetus And Newborn (Persistent fetal circulation),,No,Persistent fetal circulation,Fetus And Newborn (Persistent fetal circulation),Fetus And Newborn (Persistent fetal circulation),No,,7120,P29.3,P29.3,No,Same As,P29.3,Persistent fetal circulation,No,,,,,No,,
1485,1485,1322,,P35,Perinatal Period,Congenital viral diseases,Congenital viral diseases,,No,Congenital viral diseases,Congenital viral diseases,Congenital viral diseases,No,,7124,P35.-,P35.-,No,Same As,P35.9,"Congenital viral disease, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #1489,"JP: Confirm recommendation to retire due to duplication 

AK: yes"
1486,1486,1323,,P35,Perinatal Period,Congenital rubella syndrome,Congenital rubella syndrome,,No,Congenital rubella syndrome,Congenital rubella syndrome,Congenital rubella syndrome,No,,7125,P35.0,P35.0,No,Same As,P35.0,Congenital rubella syndrome,No,,,,,No,,
1487,1487,1324,,P35,Perinatal Period,Congenital cytomegalovirus infection,Congenital cytomegalovirus infection,,No,Congenital cytomegalovirus infection,Congenital cytomegalovirus infection,Congenital cytomegalovirus infection,No,,7126,P35.1,P35.1,No,Same As,P35.1,Congenital cytomegalovirus infection,No,,,,,No,,
1488,1488,1325,382,P35,Perinatal Period,Congenital herpesviral [herpes simplex] infection,Congenital herpesviral [herpes simplex] infection,Congenital herpesviral [herpes simplex] infection,No,Congenital herpesviral [herpes simplex] infection,Congenital herpesviral [herpes simplex] infection,Congenital herpesviral [herpes simplex] infection,No,,7127,P35.2,P35.2,No,Same As,P35.2,Congenital herpesviral [herpes simplex] infection,No,,,,,No,,
1489,1489,1326,,P35,Perinatal Period,"Congenital viral disease, unspecified","Congenital viral disease, unspecified",,No,"Congenital viral disease, unspecified","Congenital viral disease, unspecified","Congenital viral disease, unspecified",No,,7130,P35.9,P35.9,No,Same As,P35.9,"Congenital viral disease, unspecified",No,,,,,No,,
1490,1490,1327,,P35,Perinatal Period,Sepsis (Bacterial sepsis of newborn),Sepsis (Bacterial sepsis of newborn),,No,Bacterial sepsis of newborn,Sepsis (Bacterial sepsis of newborn),Sepsis (Bacterial sepsis of newborn),No,,7131,P36.-,P36.-,No,Same As,P36.9,"Bacterial sepsis of newborn, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #1493,"JP: Confirm recommendation to retire due to duplication 

AK: yes"
1491,1491,1328,,P35,Perinatal Period,Sepsis (Sepsis of newborn due to anaerobes),Sepsis (Sepsis of newborn due to anaerobes),,No,Sepsis of newborn due to anaerobes,Sepsis (Sepsis of newborn due to anaerobes),Sepsis (Sepsis of newborn due to anaerobes),No,,7137,P36.5,P36.5,No,Same As,P36.5,Sepsis of newborn due to anaerobes,No,,,,,No,,
