concept_id,extra_icd10_block,extra_icd10_chapter,name
1219,O10,"Pregnancy, Birth, Puerperium",Gestational oedema
1220,O10,"Pregnancy, Birth, Puerperium",Proteinuria (Gestational proteinuria)
1221,O10,"Pregnancy, Birth, Puerperium",Gestational oedema with proteinuria
1222,O10,"Pregnancy, Birth, Puerperium",Moderate pre-eclampsia
1223,O10,"Pregnancy, Birth, Puerperium",Severe pre-eclampsia
1224,O10,"Pregnancy, Birth, Puerperium",HELLP Syndrome
1225,O10,"Pregnancy, Birth, Puerperium","Pre-eclampsia (Pre-eclampsia, unspecified)"
1226,O10,"Pregnancy, Birth, Puerperium",Eclampsia
1227,O10,"Pregnancy, Birth, Puerperium",Eclampsia (Eclampsia in pregnancy)
1228,O10,"Pregnancy, Birth, Puerperium",Eclampsia (Eclampsia in labour)
1229,O10,"Pregnancy, Birth, Puerperium","Eclampsia, unspecified as to time period"
1230,O10,"Pregnancy, Birth, Puerperium",Hypertension (Unspecified maternal hypertension)
1231,O20,"Pregnancy, Birth, Puerperium",Haemorrhage in early pregnancy
1232,O20,"Pregnancy, Birth, Puerperium",Abortion (Threatened abortion)
1233,O20,"Pregnancy, Birth, Puerperium","Haemorrhage (Haemorrhage in early pregnancy, unspecified)"
1234,O20,"Pregnancy, Birth, Puerperium",Excessive vomiting in pregnancy
1235,O20,"Pregnancy, Birth, Puerperium",Mild hyperemesis gravidarum
1236,O20,"Pregnancy, Birth, Puerperium",Hyperemesis gravidarum (Hyperemesis gravidarum with metabolic disturbance)
1237,O20,"Pregnancy, Birth, Puerperium",Late vomiting of pregnancy
1238,O20,"Pregnancy, Birth, Puerperium","Vomiting (Vomiting of pregnancy, unspecified)"
1239,O20,"Pregnancy, Birth, Puerperium",Varicose veins of lower extremity in pregnancy
1240,O20,"Pregnancy, Birth, Puerperium",Genital Varices (Genital varices in pregnancy)
1241,O20,"Pregnancy, Birth, Puerperium",Phlebitis In Pregnancy (Superficial thrombophlebitis in pregnancy)
1242,O20,"Pregnancy, Birth, Puerperium",Phlebothrombosis (Deep phlebothrombosis in pregnancy)
1243,O20,"Pregnancy, Birth, Puerperium",Hemorrhoids (Haemorrhoids in pregnancy)
1244,O20,"Pregnancy, Birth, Puerperium",Infection (Infections of genitourinary tract in pregnancy)
1245,O20,"Pregnancy, Birth, Puerperium",Pyelonephritis (Infections of kidney in pregnancy)
1246,O20,"Pregnancy, Birth, Puerperium",Urinary Tract Infection (Unspecified infection of urinary tract in pregnancy)
1247,O20,"Pregnancy, Birth, Puerperium",Infection (Infections of the genital tract in pregnancy)
1248,O20,"Pregnancy, Birth, Puerperium",Genitourinary Tract Infection (Other and unspecified genitourinary tract infection in pregnancy)
1249,O20,"Pregnancy, Birth, Puerperium",Diabetes Mellitus (Diabetes mellitus in pregnancy)
1250,O20,"Pregnancy, Birth, Puerperium","Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent"
1251,O20,"Pregnancy, Birth, Puerperium","Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent"
1252,O20,"Pregnancy, Birth, Puerperium",Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus
1253,O20,"Pregnancy, Birth, Puerperium","Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified"
1254,O20,"Pregnancy, Birth, Puerperium",Diabetes mellitus arising in pregnancy
1255,O20,"Pregnancy, Birth, Puerperium",Malnutrition (Malnutrition in pregnancy)
1256,O20,"Pregnancy, Birth, Puerperium",Maternal care for other conditions predominantly related to pregnancy
1257,O20,"Pregnancy, Birth, Puerperium",Excessive weight gain in pregnancy
1258,O20,"Pregnancy, Birth, Puerperium",Weight gain (Low weight gain in pregnancy)
1259,O20,"Pregnancy, Birth, Puerperium",Retained intrauterine contraceptive device in pregnancy
1260,O20,"Pregnancy, Birth, Puerperium","Pregnancy-related condition, unspecified"
1261,O20,"Pregnancy, Birth, Puerperium",Abnormal findings on antenatal screening of mother
1262,O20,"Pregnancy, Birth, Puerperium",Abnormal biochemical finding on antenatal screening of mother
1263,O20,"Pregnancy, Birth, Puerperium",Abnormal cytological finding on antenatal screening of mother
1264,O20,"Pregnancy, Birth, Puerperium",Abnormal ultrasonic finding on antenatal screening of mother
1265,O20,"Pregnancy, Birth, Puerperium",Abnormal radiological finding on antenatal screening of mother
1266,O20,"Pregnancy, Birth, Puerperium",Abnormal chromosomal and genetic finding on antenatal screening of mother
1267,O20,"Pregnancy, Birth, Puerperium",ANC (Other abnormal findings on antenatal screening of mother)
1268,O20,"Pregnancy, Birth, Puerperium","Abnormal finding on antenatal screening of mother, unspecified"
1269,O20,"Pregnancy, Birth, Puerperium",Complications of anaesthesia during pregnancy
1270,O20,"Pregnancy, Birth, Puerperium",Failed or difficult intubation during pregnancy
1271,O20,"Pregnancy, Birth, Puerperium","Complication of anaesthesia during pregnancy, unspecified"
1272,O30,"Pregnancy, Birth, Puerperium",Multiple gestation
1273,O30,"Pregnancy, Birth, Puerperium",Twin pregnancy
1274,O30,"Pregnancy, Birth, Puerperium",Triplet pregnancy
1275,O30,"Pregnancy, Birth, Puerperium",Pregnancy (Continuing pregnancy after intrauterine death of one fetus or more)
1276,O30,"Pregnancy, Birth, Puerperium",Maternal care for known or suspected malpresentation of fetus
1277,O30,"Pregnancy, Birth, Puerperium",Maternal care for unstable lie
1278,O30,"Pregnancy, Birth, Puerperium",Maternal care for breech presentation
1279,O30,"Pregnancy, Birth, Puerperium",Maternal care for transverse and oblique lie
1280,O30,"Pregnancy, Birth, Puerperium","Maternal care for face, brow and chin presentation"
1281,O30,"Pregnancy, Birth, Puerperium",Maternal care for compound presentation
1282,O30,"Pregnancy, Birth, Puerperium","Maternal care for malpresentation of fetus, unspecified"
1283,O30,"Pregnancy, Birth, Puerperium",Maternal care for known or suspected disproportion
1284,O30,"Pregnancy, Birth, Puerperium",Maternal care for disproportion due to unusually large fetus
1285,O30,"Pregnancy, Birth, Puerperium",Maternal care for disproportion due to hydrocephalic fetus
1286,O30,"Pregnancy, Birth, Puerperium","Maternal care for disproportion, unspecified"
1287,O30,"Pregnancy, Birth, Puerperium",Maternal care for cervical incompetence
1288,O30,"Pregnancy, Birth, Puerperium",Maternal care for other known or suspected fetal problems
1289,O30,"Pregnancy, Birth, Puerperium",Maternal care for rhesus isoimmunization
1290,O30,"Pregnancy, Birth, Puerperium",Maternal care for signs of fetal hypoxia
1291,O30,"Pregnancy, Birth, Puerperium",Intrauterine Fetal Death (Maternal care for intrauterine death)
1292,O30,"Pregnancy, Birth, Puerperium",Maternal care for poor fetal growth
1293,O30,"Pregnancy, Birth, Puerperium",Maternal care for viable fetus in abdominal pregnancy
1294,O30,"Pregnancy, Birth, Puerperium","Maternal care for fetal problem, unspecified"
1295,O30,"Pregnancy, Birth, Puerperium",Polyhydramnios
1296,O30,"Pregnancy, Birth, Puerperium",Other disorders of amniotic fluid and membranes
1297,O30,"Pregnancy, Birth, Puerperium",Oligohydramnios
1298,O30,"Pregnancy, Birth, Puerperium",Premature rupture of membranes
1299,O30,"Pregnancy, Birth, Puerperium",Placental disorders
1300,O30,"Pregnancy, Birth, Puerperium",Placenta (Morbidly adherent placenta)
1301,O30,"Pregnancy, Birth, Puerperium",Placenta praevia
1302,O30,"Pregnancy, Birth, Puerperium",Placenta Previa (Placenta praevia specified as without haemorrhage)
1303,O30,"Pregnancy, Birth, Puerperium",Placenta Previa (Placenta praevia with haemorrhage)
1304,O30,"Pregnancy, Birth, Puerperium",Premature separation of placenta [abruptio placentae]
1305,O30,"Pregnancy, Birth, Puerperium","Antepartum haemorrhage, not elsewhere classified"
1306,O30,"Pregnancy, Birth, Puerperium","Haemorrhage (Antepartum haemorrhage, unspecified)"
1307,O30,"Pregnancy, Birth, Puerperium",False labour
1308,O30,"Pregnancy, Birth, Puerperium",False labour before 37 completed weeks of gestation
1309,O30,"Pregnancy, Birth, Puerperium","False labour, unspecified"
1310,O30,"Pregnancy, Birth, Puerperium",Prolonged pregnancy
1311,O60,"Pregnancy, Birth, Puerperium",Preterm (Preterm labour and delivery)
1312,O60,"Pregnancy, Birth, Puerperium",Preterm labour without delivery
1313,O60,"Pregnancy, Birth, Puerperium",Preterm spontaneous labour with preterm delivery
1314,O60,"Pregnancy, Birth, Puerperium",Term (Preterm spontaneous labour with term delivery)
1315,O60,"Pregnancy, Birth, Puerperium",Preterm delivery without spontaneous labour
1316,O60,"Pregnancy, Birth, Puerperium",Failed Induction (Failed induction of labour)
1317,O60,"Pregnancy, Birth, Puerperium",Failed medical induction of labour
1318,O60,"Pregnancy, Birth, Puerperium","Failed Labour (Failed trial of labour, unspecified)"
1319,O60,"Pregnancy, Birth, Puerperium",Labour (Abnormalities of forces of labour)
1320,O60,"Pregnancy, Birth, Puerperium",Primary inadequate contractions
1321,O60,"Pregnancy, Birth, Puerperium",Precipitate labour
1322,O60,"Pregnancy, Birth, Puerperium","Hypertonic, incoordinate, and prolonged uterine contractions"
1323,O60,"Pregnancy, Birth, Puerperium","Abnormality of forces of labour, unspecified"
1324,O60,"Pregnancy, Birth, Puerperium",Long labour
1325,O60,"Pregnancy, Birth, Puerperium",Prolonged (FSOL) (Prolonged first stage (of labour))
1326,O60,"Pregnancy, Birth, Puerperium",Prolonged (SSOL) (Prolonged second stage (of labour))
1327,O60,"Pregnancy, Birth, Puerperium","Long labour, unspecified"
1328,O60,"Pregnancy, Birth, Puerperium",Obstructed labour due to malposition and malpresentation of fetus
1329,O60,"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to breech presentation)
1330,O60,"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to face presentation)
1331,O60,"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to brow presentation)
1332,O60,"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to shoulder presentation)
1333,O60,"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to compound presentation)
1334,O60,"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to other malposition and malpresentation)
1335,O60,"Pregnancy, Birth, Puerperium",Labor And Delivery (Obstructed labour due to generally contracted pelvis)
1336,O60,"Pregnancy, Birth, Puerperium",Obstructed labour due to pelvic inlet contraction
1337,O60,"Pregnancy, Birth, Puerperium","Obstructed Labour (Obstructed labour due to fetopelvic disproportion, unspecified)"
1338,O60,"Pregnancy, Birth, Puerperium",Labor And Delivery (other obstructed labour)
1339,O60,"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to shoulder dystocia)
1340,O60,"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to unusually large fetus)
1341,O60,"Pregnancy, Birth, Puerperium",Obstructed labour due to other abnormalities of fetus
1342,O60,"Pregnancy, Birth, Puerperium","Failed application of vacuum extractor and forceps, unspecified"
1343,O60,"Pregnancy, Birth, Puerperium","Obstructed Labour (Obstructed labour, unspecified)"
1344,O60,"Pregnancy, Birth, Puerperium","Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified"
1345,O60,"Pregnancy, Birth, Puerperium","Haemorrhage (Intrapartum haemorrhage, unspecified)"
1346,O60,"Pregnancy, Birth, Puerperium",Fetal distress (Labour and delivery complicated by fetal stress [distress])
1347,O60,"Pregnancy, Birth, Puerperium",fetal heart rate (Labour and delivery complicated by fetal heart rate anomaly)
1348,O60,"Pregnancy, Birth, Puerperium",Labor And Delivery (Labour and delivery complicated by meconium in amniotic fluid)
1349,O60,"Pregnancy, Birth, Puerperium",Labor And Delivery (complicated by fetal heart rate anomaly with meconium in amniotic fluid)
1350,O60,"Pregnancy, Birth, Puerperium",Labor And Delivery (complicated by other evidence of fetal stress)
1351,O60,"Pregnancy, Birth, Puerperium","Labor And Delivery (Labour and delivery complicated by fetal stress, unspecified)"
1352,O60,"Pregnancy, Birth, Puerperium",Labor And Delivery (Labour and delivery complicated by umbilical cord complications)
1353,O60,"Pregnancy, Birth, Puerperium",cord prolapse (Labour and delivery complicated by prolapse of cord)
1354,O60,"Pregnancy, Birth, Puerperium",Perineal laceration during delivery
1355,O60,"Pregnancy, Birth, Puerperium",Uterine Rupture (Rupture of uterus before onset of labour)
1356,O60,"Pregnancy, Birth, Puerperium",Uterine Rupture (Rupture of uterus during labour)
1357,O60,"Pregnancy, Birth, Puerperium","Obstetric trauma, unspecified"
1358,O60,"Pregnancy, Birth, Puerperium",Haemorrhage (Postpartum haemorrhage)
1359,O60,"Pregnancy, Birth, Puerperium",Third-stage haemorrhage
1360,O60,"Pregnancy, Birth, Puerperium",Other immediate postpartum haemorrhage
1361,O60,"Pregnancy, Birth, Puerperium",Haemorrhage (Delayed and secondary postpartum haemorrhage)
1362,O60,"Pregnancy, Birth, Puerperium","Retained placenta and membranes, without haemorrhage"
1363,O60,"Pregnancy, Birth, Puerperium",Placenta (Retained placenta without haemorrhage)
1364,O60,"Pregnancy, Birth, Puerperium","Retained portions of placenta and membranes, without haemorrhage"
1365,O60,"Pregnancy, Birth, Puerperium",Complications of anaesthesia during labour and delivery
1366,O60,"Pregnancy, Birth, Puerperium",Labor And Delivery (other complications of spinal and epidural anaesthesia during labour and delivery)
1367,O60,"Pregnancy, Birth, Puerperium",Labor And Delivery (Failed or difficult intubation during labour and delivery)
1368,O60,"Pregnancy, Birth, Puerperium","Labor And Delivery (Other complications of labour and delivery, not elsewhere classified)"
1369,O60,"Pregnancy, Birth, Puerperium",Maternal distress (Maternal distress during labour and delivery)
1370,O60,"Pregnancy, Birth, Puerperium",Shock during or following labour and delivery
1371,O60,"Pregnancy, Birth, Puerperium","Pyrexia during labour, not elsewhere classified"
1372,O60,"Pregnancy, Birth, Puerperium",Labor And Delivery (Other infection during labour)
1373,O60,"Pregnancy, Birth, Puerperium",Other complications of obstetric surgery and procedures
1374,O60,"Pregnancy, Birth, Puerperium",Vaginal delivery following previous caesarean section
1375,O60,"Pregnancy, Birth, Puerperium",Labour & Delivery (Other specified complications of labour and delivery)
1376,O60,"Pregnancy, Birth, Puerperium","Complication (Complication of labour and delivery, unspecified)"
1377,O80,"Pregnancy, Birth, Puerperium",Single spontaneous delivery
1378,O80,"Pregnancy, Birth, Puerperium",Spontaneous vertex delivery
1379,O80,"Pregnancy, Birth, Puerperium",Spontaneous breech delivery
1380,O80,"Pregnancy, Birth, Puerperium","Single spontaneous delivery, unspecified"
1381,O80,"Pregnancy, Birth, Puerperium",Single delivery by forceps and vacuum extractor
1382,O80,"Pregnancy, Birth, Puerperium",Delivery by combination of forceps and vacuum extractor
1383,O80,"Pregnancy, Birth, Puerperium",Single delivery by caesarean section
1384,O80,"Pregnancy, Birth, Puerperium",Delivery by elective caesarean section
1385,O80,"Pregnancy, Birth, Puerperium",Delivery by emergency caesarean section
1386,O80,"Pregnancy, Birth, Puerperium","Delivery by caesarean section, unspecified"
1387,O80,"Pregnancy, Birth, Puerperium",Other assisted single delivery
1388,O80,"Pregnancy, Birth, Puerperium",Breech extraction
1389,O80,"Pregnancy, Birth, Puerperium",Destructive operation for delivery
1390,O80,"Pregnancy, Birth, Puerperium","Assisted single delivery, unspecified"
1391,O80,"Pregnancy, Birth, Puerperium",Multiple delivery
1392,O85,"Pregnancy, Birth, Puerperium",Puerperal sepsis
1393,O85,"Pregnancy, Birth, Puerperium",Infection of obstetric surgical wound
1394,O85,"Pregnancy, Birth, Puerperium",Pyrexia of unknown origin following delivery
1395,O85,"Pregnancy, Birth, Puerperium",Obstetric embolism
1396,O85,"Pregnancy, Birth, Puerperium",Air Embolism (Obstetric air embolism)
1397,O85,"Pregnancy, Birth, Puerperium",Amniotic fluid embolism
1398,O85,"Pregnancy, Birth, Puerperium",Disruption of caesarean section wound
1399,O85,"Pregnancy, Birth, Puerperium",Disruption of perineal obstetric wound
1400,O85,"Pregnancy, Birth, Puerperium",Abscess (Abscess of breast associated with childbirth)
1401,O85,"Pregnancy, Birth, Puerperium",Galactorrhea (Other and unspecified disorders of breast associated with childbirth)
1402,O85,"Pregnancy, Birth, Puerperium",Disorders Of Lactation (Other and unspecified disorders of lactation)
1403,O94,"Pregnancy, Birth, Puerperium","Pregnancy (Sequelae of complication of pregnancy, childbirth and the puerperium)"
1404,O94,"Pregnancy, Birth, Puerperium",Maternal death (Obstetric death of unspecified cause)
1405,O94,"Pregnancy, Birth, Puerperium",Death from any obstetric cause occurring more than 42 days but less than one year after delivery
1406,O94,"Pregnancy, Birth, Puerperium",Death from direct obstetric cause
1407,O94,"Pregnancy, Birth, Puerperium",Death from indirect obstetric cause
1408,O94,"Pregnancy, Birth, Puerperium","Syphilis (Syphilis complicating pregnancy, childbirth and the puerperium)"
1409,O94,"Pregnancy, Birth, Puerperium","Gonorrhea (Gonorrhoea complicating pregnancy, childbirth and the puerperium)"
1410,O94,"Pregnancy, Birth, Puerperium","HIV (Human immunodeficiency [HIV] disease complicating pregnancy, childbirth and the puerperium)"
1411,O94,"Pregnancy, Birth, Puerperium","Maternal Infectious & Parasitic Diseases Complicating Pregnancy, Childbirth, Puerperium (Other)"
1412,O94,"Pregnancy, Birth, Puerperium","Anaemia (Anaemia complicating pregnancy, childbirth and the puerperium)"
1413,P00,Perinatal Period,Fetus and newborn affected by maternal infectious and parasitic diseases
1414,P00,Perinatal Period,Fetus and newborn affected by maternal injury
1415,P00,Perinatal Period,Fetus and newborn affected by other maternal conditions
1416,P00,Perinatal Period,Fetus and Newborn (Fetus and newborn affected by maternal complications of pregnancy)
1417,P00,Perinatal Period,Fetus and newborn affected by incompetent cervix
1418,P00,Perinatal Period,Fetus and Newborn (Fetus and newborn affected by premature rupture of membranes)
1419,P00,Perinatal Period,Fetus and Newborn (Fetus and newborn affected by oligohydramnios)
1420,P00,Perinatal Period,Fetus and newborn affected by polyhydramnios
1421,P00,Perinatal Period,Fetus and newborn affected by maternal death
1422,P00,Perinatal Period,Fetus and newborn affected by malpresentation before labour
1423,P00,Perinatal Period,"Fetus and Newborn (Fetus and newborn affected by complications of placenta, cord and membranes)"
1424,P00,Perinatal Period,Fetus and newborn affected by placenta praevia
1425,P00,Perinatal Period,Fetus and newborn affected by prolapsed cord
1426,P00,Perinatal Period,Fetus and newborn affected by chorioamnionitis
1427,P00,Perinatal Period,"Fetus and newborn affected by abnormality of membranes, unspecified"
1428,P00,Perinatal Period,Fetus and newborn affected by breech delivery and extraction
1429,P00,Perinatal Period,"Fetus and Newborn (Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery)"
1430,P00,Perinatal Period,Fetus and newborn affected by forceps delivery
1431,P00,Perinatal Period,Fetus and newborn affected by delivery by vacuum extractor [ventouse]
1432,P00,Perinatal Period,Fetus and newborn affected by caesarean delivery
1433,P00,Perinatal Period,Fetus and newborn affected by precipitate delivery
1434,P00,Perinatal Period,Fetus and newborn affected by abnormal uterine contractions
1435,P00,Perinatal Period,"Fetus and newborn affected by complication of labour and delivery, unspecified"
1436,P00,Perinatal Period,"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery"
1437,P00,Perinatal Period,Fetus and newborn affected by maternal use of drugs of addiction
1438,P05,Perinatal Period,Slow fetal growth and fetal malnutrition
1439,P05,Perinatal Period,Gestational Age (Light for gestational age)
1440,P05,Perinatal Period,Gestational Age (Small for gestational age)
1441,P05,Perinatal Period,Fetal malnutrition without mention of light or small for gestational age
1442,P05,Perinatal Period,"Disorders Related To Short Gestation And Low Birth Weight, Not Elsewhere Classified"
1443,P05,Perinatal Period,Low Birth Weight (Extremely low birth weight)
1444,P05,Perinatal Period,Low Birth Weight (Other low birth weight)
1445,P05,Perinatal Period,Extreme immaturity
1446,P05,Perinatal Period,Fetus and Newborn (Other preterm infants)
1447,P05,Perinatal Period,Pregnancy (Disorders related to long gestation and high birth weight)
1448,P05,Perinatal Period,pregnancy (Exceptionally large baby)
1449,P05,Perinatal Period,Other heavy for gestational age infants
1450,P05,Perinatal Period,"Gestational Age (Post-term infant, not heavy for gestational age)"
1451,P10,Perinatal Period,Birth Injuries (Unspecified intracranial laceration and haemorrhage due to birth injury)
1452,P10,Perinatal Period,Edema (Cerebral oedema due to birth injury)
1453,P10,Perinatal Period,Unspecified brain damage due to birth injury
1454,P10,Perinatal Period,Injury (Birth injury to other cranial nerves)
1455,P10,Perinatal Period,Birth injury (Birth injury to scalp)
1456,P10,Perinatal Period,Cephalhaematoma (Cephalhaematoma due to birth injury)
1457,P10,Perinatal Period,Bruising of scalp due to birth injury
1458,P10,Perinatal Period,Birth injury to skeleton
1459,P10,Perinatal Period,Birth Injuries (Other birth injuries to skull)
1460,P10,Perinatal Period,Fracture of clavicle due to birth injury
1461,P10,Perinatal Period,"Birth injury to skeleton, unspecified"
1462,P10,Perinatal Period,Birth injury (Erb paralysis due to birth injury)
1463,P10,Perinatal Period,Other birth injuries
1464,P10,Perinatal Period,"Birth injury (Birth injury, unspecified)"
1465,P20,Perinatal Period,Intrauterine hypoxia
1466,P20,Perinatal Period,Hypoxia (Intrauterine hypoxia first noted before onset of labour)
1467,P20,Perinatal Period,Hypoxia (Intrauterine hypoxia first noted during labour and delivery)
1468,P20,Perinatal Period,"Hypoxia (Intrauterine hypoxia, unspecified)"
1469,P20,Perinatal Period,Birth asphyxia
1470,P20,Perinatal Period,Asphyxia (Mild and moderate birth asphyxia)
1471,P20,Perinatal Period,"Asphyxia (Birth asphyxia, unspecified)"
1472,P20,Perinatal Period,Respiratory distress of newborn
1473,P20,Perinatal Period,Respiratory Distress (Respiratory distress syndrome of newborn)
1474,P20,Perinatal Period,Tachypnoea (Transient tachypnoea of newborn)
1475,P20,Perinatal Period,Fetus and Newborn (Other respiratory distress of newborn)
1476,P20,Perinatal Period,Pneumonia (Congenital pneumonia)
1477,P20,Perinatal Period,Neonatal aspiration syndromes
1478,P20,Perinatal Period,Newborn (Neonatal aspiration of meconium)
1479,P20,Perinatal Period,Neonatal aspiration of amniotic fluid and mucus
1480,P20,Perinatal Period,Neonatal Aspiration (Neonatal aspiration of milk and regurgitated food)
1481,P20,Perinatal Period,"Newborn (Neonatal aspiration syndrome, unspecified)"
1482,P20,Perinatal Period,Respiratory Failure (Respiratory failure of newborn)
1483,P20,Perinatal Period,Neonatal hypertension
1484,P20,Perinatal Period,Fetus And Newborn (Persistent fetal circulation)
1485,P35,Perinatal Period,Congenital viral diseases
1486,P35,Perinatal Period,Congenital rubella syndrome
1487,P35,Perinatal Period,Congenital cytomegalovirus infection
1488,P35,Perinatal Period,Congenital herpesviral [herpes simplex] infection
1489,P35,Perinatal Period,"Congenital viral disease, unspecified"
1490,P35,Perinatal Period,Sepsis (Bacterial sepsis of newborn)
1491,P35,Perinatal Period,Sepsis (Sepsis of newborn due to anaerobes)
1492,P35,Perinatal Period,Sepsis (Other bacterial sepsis of newborn)
1493,P35,Perinatal Period,"Sepsis (Bacterial sepsis of newborn, unspecified)"
1494,P35,Perinatal Period,Congenital tuberculosis
1495,P35,Perinatal Period,Congenital falciparum malaria
1496,P35,Perinatal Period,Neonatal candidiasis
1497,P35,Perinatal Period,Osteoarthritis (Other infections specific to the perinatal period)
1498,P35,Perinatal Period,Dacryocystitis (Neonatal conjunctivitis and dacryocystitis)
1499,P35,Perinatal Period,Neonatal conjunctivitis and dacryocystitis
1500,P35,Perinatal Period,Neonatal urinary tract infection
1501,P35,Perinatal Period,Neonatal skin infection
1502,P50,Perinatal Period,Fetal blood loss
1503,P50,Perinatal Period,Umbilical haemorrhage of newborn
1504,P50,Perinatal Period,"Neonatal haemorrhage, unspecified"
1505,P50,Perinatal Period,"Isoimmunization, Rh (Rh isoimmunization of fetus and newborn)"
1506,P50,Perinatal Period,"Isoimmunization, ABO (ABO isoimmunization of fetus and newborn)"
1507,P50,Perinatal Period,Kernicterus
1508,P50,Perinatal Period,Kernicterus due to isoimmunization
1509,P50,Perinatal Period,Neonatal jaundice due to bruising
1510,P50,Perinatal Period,Neonatal jaundice due to bleeding
1511,P50,Perinatal Period,Neonatal jaundice due to infection
1512,P50,Perinatal Period,Neonatal jaundice due to polycythaemia
1513,P50,Perinatal Period,Neonatal jaundice due to swallowed maternal blood
1514,P50,Perinatal Period,Neonatal jaundice from other and unspecified causes
1515,P50,Perinatal Period,Jaundice (Neonatal jaundice associated with preterm delivery)
1516,P50,Perinatal Period,Inspissated bile syndrome
1517,P50,Perinatal Period,"Jaundice (Neonatal jaundice, unspecified)"
1518,P50,Perinatal Period,Disseminated intravascular coagulation of fetus and newborn
1519,P50,Perinatal Period,Polycythaemia neonatorum
1520,P50,Perinatal Period,Anaemia of prematurity
1521,P50,Perinatal Period,"Perinatal haematological disorder, unspecified"
1522,P70,Perinatal Period,Neonatal diabetes mellitus
1523,P70,Perinatal Period,Iatrogenic neonatal hypoglycaemia
1524,P70,Perinatal Period,Other neonatal hypoglycaemia
1525,P70,Perinatal Period,Dehydration of newborn
1526,P75,Perinatal Period,"Intestinal obstruction (Intestinal obstruction of newborn, unspecified)"
1527,P75,Perinatal Period,Noninfective neonatal diarrhoea
1528,P75,Perinatal Period,"Perinatal digestive system disorder, unspecified"
1529,P80,Perinatal Period,Hypothermia of newborn
1530,P80,Perinatal Period,Cold injury syndrome
1531,P90,Perinatal Period,Convulsions of newborn
1532,P90,Perinatal Period,Neonatal coma
1533,P90,Perinatal Period,Feeding problems of newborn
1534,P90,Perinatal Period,Vomiting in newborn
1535,P90,Perinatal Period,Slow feeding of newborn
1536,P90,Perinatal Period,Underfeeding of newborn
1537,P90,Perinatal Period,Overfeeding of newborn
1538,P90,Perinatal Period,Breastfeeding (Neonatal difficulty in feeding at breast)
1539,P90,Perinatal Period,"Feeding problem of newborn, unspecified"
1540,P90,Perinatal Period,Fetus and Newborn (Fetal death of unspecified cause)
1541,P90,Perinatal Period,"Acephaly (Termination of pregnancy, affecting fetus and newborn)"
1542,Q00,Congenital Malformations,Anencephaly
1543,Q00,Congenital Malformations,Encephalocele
1544,Q00,Congenital Malformations,Microcephaly
1545,Q00,Congenital Malformations,Congenital hydrocephalus
1546,Q00,Congenital Malformations,"Congenital malformation of brain, unspecified"
1547,Q00,Congenital Malformations,Spina bifida
1548,Q10,Congenital Malformations,Congenital cataract
1549,Q10,Congenital Malformations,"Congenital malformation of face and neck, unspecified"
1550,Q20,Congenital Malformations,Ventricular septal defect
1551,Q20,Congenital Malformations,Atrial Septal Defect
1552,Q20,Congenital Malformations,Atrioventricular septal defect
1553,Q20,Congenital Malformations,Tetralogy of Fallot
1554,Q20,Congenital Malformations,"Patent Ductus Arteriosus (Congenital malformation of heart, unspecified)"
1555,Q20,Congenital Malformations,"Congenital malformation of heart, unspecified"
1556,Q20,Congenital Malformations,Patent ductus arteriosus
1557,Q20,Congenital Malformations,"Congenital malformation of circulatory system, unspecified"
1558,Q30,Congenital Malformations,"Congenital malformation of larynx, unspecified"
1559,Q30,Congenital Malformations,"Congenital malformation of lung, unspecified"
1560,Q30,Congenital Malformations,"Congenital malformation of respiratory system, unspecified"
1561,Q35,Congenital Malformations,Cleft Palate
1562,Q35,Congenital Malformations,Cleft Hard Palate
1563,Q35,Congenital Malformations,Cleft Soft Palate
1564,Q35,Congenital Malformations,Cleft Hard And Soft Palate (Cleft hard palate with cleft soft palate)
1565,Q35,Congenital Malformations,Cleft Lip
1566,Q35,Congenital Malformations,Cleft Lip & Palate (Cleft palate with cleft lip)
1567,Q38,Congenital Malformations,Ankyloglossia
1568,Q38,Congenital Malformations,Macroglossia
1569,Q38,Congenital Malformations,Other congenital malformations of mouth
1570,Q38,Congenital Malformations,Congenital tracheo-oesophageal fistula without atresia
1571,Q38,Congenital Malformations,"Congenital malformation of oesophagus, unspecified"
1572,Q38,Congenital Malformations,"Congenital malformation of stomach, unspecified"
1573,Q38,Congenital Malformations,Meckel diverticulum
